# lang_prior: word<TAB>weight, weight = 16 * clip(log p_cy - log p_en, +-4) * c/(c+2); >0 Welsh, <0 English.
# GENERATED by scripts/gen_lang_prior.py from corpws-brawddegau-tagiedig (CC0, 3596 sentences)
# and MASC 3.0.0 (CC BY 3.0 US, 32450 sentences). DO NOT EDIT BY HAND. Sorted by byte order.
antipasti	46
antipathy	6
antiquarian	7
antiquaries	7
antique	-6
antiques	-8
antiquities	4
antisense	7
antisexuality	7
antiterrorism	7
antitrust	7
antlers	7
antojo	7
antokoletz	7
anton	7
antonia	7
antonio	4
antony	4
ants	-35
anurddo	18
anwar	4
anwareiddiadwy	18
anweddus	18
anwes	18
anwesodd	18
anwiredd	18
anwybodaeth	18
anwybyddwyd	18
anxiety	6
anxious	-2
any	-64
anybody	-19
anyhow	7
anymore	-22
anyone	-25
anythi	7
anything	-55
anytime	2
anyway	-33
anyways	4
anywhere	-22
aol	-6
aorn	7
ap	27
apa	7
apart	-20
apartheid	6
apartment	-23
apartments	6
apathy	6
ape	-4
apelio	18
apermaking	7
apes	6
apeshit	7
aphrodisiac	7
aphrodite	-4
api	13
apiau	18
apic	7
apical	2
apiece	4
aplysia	6
apocalypse	6
apocalyptic	4
apollo	7
apologetically	7
apologies	6
apologise	7
apologises	7
apologize	-8
apologized	2
apologizes	7
apologizing	6
apology	-9
apostrophe	7
app	-9
appalled	7
appallingly	7
apparantly	7
apparel	7
apparent	-6
apparently	-24
appeal	-10
appealing	6
appeals	4
appear	-30
appearance	-16
appearances	-6
appeared	-25
appearing	-2
appears	-32
appease	6
appellation	4
appended	7
appending	7
appendix	-4
appered	7
appetite	-4
appetizers	7
applaud	6
applauded	7
applause	7
apple	12
apples	6
appliances	2
applicability	7
applicable	-12
applicant	7
application	-14
applications	-13
applied	-19
applies	-9
apply	-31
applying	4
appoint	6
appointed	4
appointee	7
appointing	7
appointment	-2
appointments	7
appraised	7
appraising	7
appreciate	-28
appreciated	-6
appreciates	6
appreciating	7
appreciation	-8
appreciative	4
apprehended	7
apprehension	4
apprehensive	7
apprise	7
approach	-35
approached	-8
approaches	-20
approaching	-8
appropriate	-37
appropriated	7
appropriately	-2
appropriation	-2
approval	-20
approve	-2
approved	-20
approves	7
approving	-6
approvingly	7
approximate	2
approximately	-32
apps	6
appt	6
apr	-12
aprendiz	7
apricot	7
april	-35
aprons	7
apt	2
aptly	7
apulcan	6
apulcans	6
apulco	2
apuleius	7
apwyntiad	18
apyrase	6
aqua	7
aquamarine	7
aquarium	-2
aquatic	7
aqueous	7
ar	64
ar-lein	55
arab	-22
arab-	4
arabia	6
arabic	2
arable	7
arabs	-6
arachidonic	7
araf	54
araith	32
arall	61
aralleirio	18
arancini	18
arare	7
arbenigedd	18
arbennig	51
arbiters	7
arbitrariness	7
arbitrary	-17
arbor	6
arc	7
arcade	2
archaeic	7
archaelogy	7
archaeological	2
archaeologist	6
archaeologists	4
archaeology	-4
archaic	4
archaics	6
archbishop	7
archbishops	7
archebai	18
archebodd	18
archebu	18
archebwch	18
archeologist	7
archeology	7
archery	7
arches	6
archetypes	6
archetypical	7
